solana_address,evm_address,display_name,fomo_handle,twitter,telegram,followers,pnl_24h,wallet_type,tier
AFvAcuRw8PAENgsPJJdp4evw92eMKo3u5MCvqZ1YPQxm,0x0a124c66489706e904d0380c79a041b912065341,"xxgod",xx910,xx910,,319,0,smart_money,elite
Ht8cHexE6LUf1SFbux1FdyFBK9Nd9RAvrfuszRMtf1dP,0x69f3bc88628c3ce255265795c4c29da8503cce5f,"wway final boss",wwayfboss,wwayfboss,degenalphainside3000,10465,0,kol,elite
7SxNWwjZR86ziYXjYtrxH79Evbb4c46i4R53nTDUohjV,0xe1a971b537ea4077bccaf85212b70da907c3778f,"eztic",eztic,eztic,,1234,0,smart_money,elite
6xW9WmsmAmsj2SnCi6TPre6wpNmTALhXRKCLRrQDZ6Qs,0xff20216a439e434d07676bdde8b45580a518d7f3,"Fizzwick Bramblewhistle",fizzwickBW,fizzwickBW,,2110,0,smart_money,elite
31wyxYstdfJ4DTUFNw5TQaNwdAH9SytZ6ZKmb27sNBtW,0x1d22bd0ac5c47371573f82dbfb65c05364f027fb,"Warren Nakamoto",WarrenNakamotoX,WarrenNakamotoX,,1678,0,smart_money,elite
8PG8UX91zKkqtYsBJLLbemHyfk5GXL2sxcKE1EvMhKxt,0xa6f7f7a294c0bb199986e0c4e81ae8bbb890c204,"MushuThickShark",MushuThickShark,MushuThickShark,,107,0,smart_money,elite
6xLh2ZzH5WXH4FWtVSQktB1yf8JajHvSbX7Es5mxecwZ,0xd59604a79d1ad06a2cdff5dde806db3f3968a3b7,"martin",unconthechain100,,,17,0,smart_money,elite
FN21W16FdBzZaHc3X6FnJVsRn1TWHK5ijncU46Zwa6rQ,0x181ec7be228ab464f1e529081060f04dd0b43b8c,"Alpha",alphaXquant,alphaXquant,,521,0,smart_money,elite
6LFMyVv2YB3ZKJ1zrw7T54H9uzE6WwXNhPXuW9LVfs4,0xbce124650b5cc2fa13f4e94e81c7e901265c0e68,"onchain cutie",cutie,cutie,,3110,0,smart_money,standard
6MS1v3vSGrujhqRbcYFEDB2eJ2rvkiQsf4BXVFqkeRze,0x363621edb14d5d16a75c00b6addc232fa05c2c15,"Degenwin67",degenwin67,degenwin67,,6589,0,smart_money,standard
4if5x4DAxBDcnPHDspPYKz6faFzZWFx2SKyNLXgNPkQ3,0x60d0faaa3d801fecc74313faf7a0cdda2ef37c4a,"Bok",BokLocks,BokLocks,,492,0,smart_money,rising
Aik5Yqb37aqqDoKTegNdz3TuvX3K7KdaNrJE1V88Pe5Z,0xc7482ce4d2dcf57130b9d5dd6f9110c989df0194,"₈₀₈",hyperdialect,hyperdialect,,134,0,smart_money,standard
3ycQs8LWVVB4DeDe26qbaifECNVefMhQKuqMv4h97L2a,0xb1112eb98ffcbba381d8c3b76ba69bf458a346f8,"Leo 🕊️",llonchain,llonchain,,3512,0,market_maker,standard
2CYnG2nnwv38AWuHWLcEmxMo8kQirESq7hD7WSTRhFT4,0x4d8e03a5571b4e00ee4406d8fda4a1ac5793f9b0,"SmokΞy",smokey0x,smokey0x,,3438,0,smart_money,standard
8kK1P9Fuqx3whGjjZpFFPTuJ7jKGSPBTcWLeaQ32vpuk,0xc929112f37426370384e1f6721406a852e288e17,"se",seyong,seyong,,8670,0,smart_money,standard
54PiXxzVx2jiEBnX3JJh8hTxNVdgrq224kEdDdHsbXor,0x0c5d5bccae7c89992634d1e5f28802bfa4cc2d29,"SpiderCrypto 🧑‍🍳🧲",SpiderCrypto0x,SpiderCrypto0x,spidersjournal,5704,0,smart_money,standard
6H8A751gYi8TCrHTGCyEvGeW66ymhCzir2ATuutQFsK8,0x44a005fbcbcc49a95a7201bd0ed07e6effc0a5e1,"washed",notwashed,notwashed,,18459,0,kol,standard
6nMTD6PC6yr2z2dJFBF7KdFjH2stQ9py3DULd3HPfx6R,0x29f1e2afec4408af786d5d0840a145a82fcdf92e,"Jude",judee,judee,,1183,0,smart_money,standard
HXMAdNYCFzuqxyRRALqWjgXJNM6VZyhmZs4bGEVdkvu5,0x042b0dbc76ad1e78086f01c4b5a84a3e4d999017,"Sonder",sonder_crypto,sonder_crypto,,9995,0,market_maker,standard
8rvLuZVereN87s94pug5WicT6dea1SrfNG4RyYkzvcaw,0x5ee4afb41cb37e3a17f237e82d69ee72c5d3e37b,"Chang 🧪",chang_defi,chang_defi,,8690,0,smart_money,standard
73CEvppH8kCWD1UKrzav99Dhva4H3UovjMqL7UwHk7jD,0xe915586c37c98c5c61debefdcee9229d9f693d92,"mangekyou",kusanagiyo_00,kusanagiyo_00,,691,0,smart_money,standard
7SmS5eyL798frueqBR6wRNG62Y7mwSzhgP2ovfRa2k2J,0xae674a990e7b4e019a0e9869d99fe061e81780f6,"spyzer",spyzer,spyzer,,5540,0,smart_money,standard
6e3cGVaAEJ8DVAQqvVuLHZv86mspxR9i7Nh5bXq7DEk2,0x38f382e2baf5df1877c2c121e07df940ba427ad7,"Will Price",will__price,will__price,,968,0,smart_money,standard
C3fSePYEQgwiZ85ZPxy4hccjM4tX8bJDW4ADS6u3GQen,0x2f46ee31ccb15aeecc9e27f56fcd0310d125f6d3,"UM",0xuberM,0xuberM,,25871,0,kol,standard
Cgzw8WGF9egFvdktTSQkTHpYyNwr1PQm13QaWchyc2G2,0xe8be0f86d34eeb58cef86d9a422ab000daca425e,"Stacks",jstacks___,jstacks___,,1346,0,market_maker,standard
5fauxc5YgSLnSmSgjhsUq4iiYrnZc2iP7dajR6mSUwTM,0xcc292374ddd7a2aad34752b177c12a1dc1b98d60,"Wood",notanicecat69,notanicecat69,,5738,0,smart_money,standard
BaserSFmRTAh24rMb6vxcwYHwXc4pQkspY12fkSuXVTA,0x0fd08c3ab3994a7bf54da997cb8090e26ddaef60,"nosanity",nosanityxbt,nosanityxbt,,34988,0,kol,standard
4kTYw6csSBRu51BuEFkxUAe49pnnK9dhBsoCZqSAgyeF,0xdea7071d4d61b63f67dc9ece6fa106264cd4cb3e,"9",notsuavizim,notsuavizim,,3178,0,smart_money,standard
HubVvDjP3k6wJg5LYJf3FTeDtPBA5ycXc7QU7sf2qkUf,0x35eb98afb46aa9be99e4d2c53a165199f0b67f9f,"forte",0xForte124,0xForte124,,11832,0,kol,standard
FRZD8McDYBKVJqWHrAW68pFGtZCAewrGtSYJqNcgdaq5,0x9db3ddcebb0b6b21d12e45b5828bed24f72d61c3,"Misty",NotMistic1,NotMistic1,,12,0,smart_money,standard
4ozwzNx5n8hM2sVhHL6tcBJmgReK4gQkZeQ73sacuPED,0x5b8cc03cbd2387eaa2c23607847745ae05c1cc50,"Luxo",yungluxo,yungluxo,,39,0,smart_money,standard
5aHpheLdZgJcXeDCpZjfZU1YUAKp4M2uxkNy7Een8Mwp,0xa25bbb851911403c09819e5823f0c66e6967d219,"jimmy heaters",chefheaters,chefheaters,,98,0,smart_money,standard
E1aJi3w1jUopFb5FXXcwywu9fkRCwQmzR67H7RUW7UPa,0xf7f3e08b0c852700421ecd1abe47b4aa125b9d3b,"ey Ω",eyissssss,eyissssss,,17,0,smart_money,rising
Dcpmev2Ctn5fYwmc8hiLNGM2WkJ6ysDJFpyGgy89zgUq,0x8ea7615b42f79e20d9cfdd1e478de507b34b5dc8,"jingtao",Elder_DT,Elder_DT,,890,0,smart_money,standard
4tqodMsWsT9aDedwhzMkaomCaQWGP7VmY5gWY6TEcR5e,0x7d1305d69efdbcb84a5337946661f71cbb276183,"Jeets",ieatjeets,ieatjeets,,302,0,smart_money,standard
9K3N72wNM2Nxi9hzqSi22DHpsAWnjZsc51angUj2vvDf,0x8723c1455d45cf75227d0d119bd09d45b627e439,"HugeMistake",HugeMistakeXD,HugeMistakeXD,,151,0,smart_money,standard
HYPHqAx48xXA3CipiZWtcCpZwSXyMwxRjwwQgjtfBrCC,0x7d72e85703ee3d7ec9acc1fd278524ac0e4f8327,"Halibut 🧿",HalibutCrypto,HalibutCrypto,halibraindump,6232,0,smart_money,standard
HvAV7rKpGFa6FNfMfTkvNS8DDctTPhR3zFd7QEPwz7R6,0x05d68747480191e01f0fd16799ed07eb647d29ef,"pluto",0xPlutoism,0xPlutoism,,99,0,smart_money,standard
EhEWNtv4us2zAG9CSNjyhxk4LoUC44ASwBBqAqG8vD85,0x99962aa746e0981c22cb49f6bd6d929ed30760f3,"RookieXBT",RookieXBT,RookieXBT,,481,0,smart_money,standard
EMMoTVJopECqU36W1Tckn6jkjhRNofM3nkR69ypDz4KQ,0xc4ca3f0c2001995f9f2ce3d470f954d272eee6e0,"vas",vas2900,vas2900,,68,0,smart_money,standard
HhmfcvHRXLzh7FCHdpc2zN9yVV6ZWGWM3XHYM1HDjHDK,0xb41b607b67cbcc12be0dfa4faa7465a8ddf631bd,"insentos",insentos,insentos,,623,0,smart_money,pro
3msUEnxZvQCbJupzZd1npTCUexgrcUCisJmJ2fJcnP7n,0x4f2b4745e631cb4df7eaa61ab5ae257fe21bcb59,"R28",BasedShillBH,BasedShillBH,,2705,0,smart_money,standard
ApZGmKk88Pdaj5TMyyBTHq48Mx7R2EeqrRqt2vx9mFDK,0x491ea78dfdef2ec6366ca75ab044917dbfbbcb69,"cool",cool,cool,,436,0,market_maker,standard
5meh3pkDAMv1fX48Mpnq7m4Rfz5D9WPbGDDe4S7hVFVH,0xf559dd09b095718225609b598d99526db8c471f7,";;",nightcore,nightcore,,2480,0,smart_money,standard
FvdiftmUJDZSAyv3dFG6Dr98N6WFDsi4BhAdAzNgiQF1,0x03556053c51a8798ee99e3d42e74bbe80b7b2a77,"unknownxbt",unknownxbt2079,unknownxbt2079,,879,0,smart_money,standard
8pC987ZnuTZAg8wrS1WxHTWgRphqmZ1aGsYUUDFk4m9,0x23b26a005e51f34f0bc757316d1136d268bca587,"wenmoon 🌙",wenmoonsolana_,wenmoonsolana_,,2761,0,market_maker,standard
2YF7kkpyp2EozdEwouAMnyxen2fRsgfuYaaopdjnC2hF,0xa0c203b4e75acddba89e4f3ff96d95c7e0e1e035,"Forever TAPPED IN",machinists,machinists,,72,0,smart_money,standard
Cv388cyhjgyyUUnbqkkExzrzmmPN3dkasasKFyrp355w,0x599e98e10d8d6658d95bcb02d41c3ab899bd29fa,"HDF",PaikCapital,PaikCapital,,6770,0,smart_money,standard
EzaWrQps7skvG9UNspczKuMQhL9Vrxan9qkS5RiK4bTF,0xccf9498c2bbd3c37f4ed386f17b9a9668cc4b106,"MaGicConch",MaGica_Conch,MaGica_Conch,,15829,0,kol,standard
B1W29Tg2bYAtWeH2HdMF6tsNTECSSh8s7b2iojDU58q2,0x9764c2d7bfb284c9fc6045d2f2933ed20c35d43c,"CJ the ""Doughnut""",CJCJCJCJ_,CJCJCJCJ_,,320,0,smart_money,standard
G2wabvFiiUBEAV4rxt5anZXhrTam2pet6Rok22Sm6TYF,0x5290a126c3286ba7c422c89ce9971ee817be365b,"TheGreek",ThePrimeGreek,ThePrimeGreek,,7148,0,market_maker,standard
2m2Cn28a8VbS3uV2kt2eYhby9BSmVt8wC2AYEQXj55z6,0x8de02adc4d9ae62be605a120c14ce74d14ea4f90,"jedi 🥷",Jedihornet,Jedihornet,,1841,0,smart_money,rising
7Ddjdrx47pRHmhhqzzzwKsbKLBnunF6xMErgCqW5b1Ry,0xc080ae09c7b4e815496ed9882c738002d9a08ee0,"tone",0xTone,0xTone,,68,0,smart_money,rising
GiYQsqwFaphUzsCoxw9bwC9cSgaYyE27LQNdM8byo119,0xa83ab8390e589e8a278c23db143a054fbffba128,"ineedawinstreak",wzrdlol,wzrdlol,,74,0,smart_money,standard
8SFhhE8Kb55kxu38NojEexLq48XKdrFNCLwgwYRU3qCk,0xdeaba4c6df874fd5c9faa790c098f9903502b212,"gempicker",gempickerino,gempickerino,,505,0,smart_money,standard
wDmcw4NRXtbNJKnDgekzYRWT8298US1MvTwejpxQSco,0xe9678aed7d4792c2c29a3f5447780cbed0cc185f,"Hehe",hehe,hehe,,9399,0,smart_money,standard
DbEaMntvvSxB8Ahd9H5bzZnLAYBkvn4J3AQHLA9KEkta,0x3b6c36af3225a276103f57727dc2c86bb3221d21,"patience",pure_patience,pure_patience,,541,0,smart_money,rising
JDhSsYyVPbXP1ernj2rm726DFXr7R6Shr95enE27pX1W,0x81f1650fb1edb893472df4ef362355af3b6c3262,"jamba",jamba,jamba,,82,0,smart_money,standard
C6hE7Zdk8TuUX9kxcwB46k1Ge2jHTrrm8U7afKka6t6c,0x6ffb69786d10c4f1961f88ad930e0f8ccab9c1d2,"333",macdegods,macdegods,,5463,0,smart_money,standard
9HRSmbGdweEqELuF1P3q6iZRMhot31QP2sbrtPgp525w,0x397cfbdafdf6c973c1b5f69f85930117571572f0,"LisaMarie14",LisaMarie14,LisaMarie14,,17,0,smart_money,standard
quvzne6wME2G7m6X8HEBLUwgLBL5PBeXUzj3BA58pYj,0x2d38dc16cdb9dce855dacc82c3d63b06fc29e8e2,"Viri",imviriofficial,imviriofficial,,645,0,smart_money,standard
KQvGQaFtemjLTLz3G4u7kxgZpqxERxGgtV1kGrV1b7D,0xc8b7a075189db120138038a3ddc5061982c9ee0d,"Nym",nymcryp,nymcryp,,118,0,smart_money,rising
3nq1u33xaw9EkJ9PU72vWKEi8Ue6N4ZYqLYeTx3rarzj,0xdd8754d38fd2a23d5bd94f647777bfe544756867,"JADAWGS",10xJDOG,10xJDOG,,478,0,smart_money,standard
ApPou4mC9jDrsidNRfgvQ5pLyVP2eQQhzvZdb8voKwHz,0x1220df26270e0223654bd92cf18eb31a6f6e2e67,"jeetergriffin.sol",jeetergriffin,jeetergriffin,,902,0,smart_money,standard
5pyGUWrnAJhCmdSTXuYRKAeEJKrCVEZc7iNaQk96e6LF,0x33f93fc3e9e5e64f954c0e4e3cc8b55beb09a28d,"cash",cashkau,cashkau,,10,0,smart_money,standard
BfgFEVM9YP1Si3obt9mME3MSonsCTiAPrMAZmacjhd2o,0xb8f969b66e44efe6a73d34ef297a0dde8ba9098e,"missoralways",missoralways,missoralways,,3822,0,smart_money,standard
5amw8o962mrUQq1hWTjUa6WMcyBPcNdWRe6rWM6zo4x6,0x315b911fa305a9eb167ea91c0563e7ae6d579344,"ebaniludik",ebaniludik,ebaniludik,,49,0,market_maker,standard
QaV2A6PdKWDwbnMVt1L7qbVyLU1mgfyTykTXBgGm2JG,0xe1d15e29c4858ee3382d6fa50fa9582be55088b2,"Skye",0xFallenSkye,0xFallenSkye,,259,0,smart_money,standard
BRXpLf3uPxJatk9D3nDSTuCyLLzATjqNrCGxQPbXz9y9,0x06c15a80d088d5a113d0eed49183f0630ed4d594,"winnerx",winnerx,winnerx,,2674,0,market_maker,standard
G5bHuUFZgosaFikkd1oQip9qa95sKgCjwptDGPj9eSJi,0xf2d310b66cc833e1c0791f0a9ba3192f0eb79197,"PStar",IShowMemecoins,IShowMemecoins,,976,0,smart_money,standard
HeFKkM5ogQwXsF6Je7ruHunAhY5VVk2ZJJcSwhLLQ3FP,0x423afeeac10413261a40313c2a2deb38ce700e38,"Magicman",mystayor,mystayor,,2098,0,market_maker,standard
EBuVrFCVuxoc8v9iXQG3bVZ9sD42VXaVXUeQ3TMgw6d3,0xf5ba2ea4f1263c93947f16216c5aac674414e458,"wash3d",wash3d,wash3d,,1360,0,market_maker,standard
5Po4svCAF2wgkav8YNPvBitYhAVJ6VSjftZZpxgn49Pr,0x7c3cc7907e62264805e3b6a248d9f01b9c95fc3e,"chill guy",1shot,1shot,,201,0,smart_money,standard
2E6An6o2ey2ZrSeQmjU83g1aJLUnVbPLk7QDSEEiEHWA,0x6ed2f36fe7400188fe3229b8e11991f6d6f4c087,"Sunflower Cap 🌻",0xSunflower,0xSunflower,,66,0,smart_money,standard
3EfD9H9fGJMZ2eVhZ27HocYHkfMpMeSBnQ4bM57YLoKy,0xf784437f1bb2249decaf8e9962acb4cc3938b264,"beautiFool",Beauti_F00L,Beauti_F00L,,214,0,smart_money,standard
DGQtQr8yotpnqbBbaGfZU7XmajMyQYHiHtGKhXmFBChk,0x07fe04f758b305d1b0b2f25bae361a610f063f6d,"The HyperSpace Hunter",PremierGloriousPossum,,,862,0,smart_money,standard
2vusaZajTyUv86oqnMrCvGr6nBADUYJYJccVLpKAZisb,0x051a85fa21f22736caa34366f763f46a196ffe97,"Ping Pong",pingpong,pingpong,,100,0,smart_money,standard
FPjpXKrqiYoPnQK8N3nCVVdP86c5yGvBiSZnzCLuVypj,0x2c6bbe2bc33a6bc2acc3a63ab8c8a1adbe5b6aad,"0xkillua",0xkillua_eth,0xkillua_eth,,4934,0,smart_money,standard
DKDQA3VnSG5jPf8pAuqPstpvMqvQn44LJ8LYqZECvW3E,0x9ff3c90d8de17e6ebebd6bed14ef368eecee2744,"don",don999z,don999z,,416,0,smart_money,rising
4zRK3kfU9vbDCYPJXUyrLUGdCSJWNQcUbRr3JTB5QHwG,0x9468e8a007eea90d1bcad8dcab9b94bd09886ca8,"MistyStrictAntelope",MistyStrictAntelope,,,405,0,smart_money,standard
9az6iDEKYksQafTDGm4idjWsss2hkmA51Rda6S1ZByAr,0xf87604c2c737105f769afae6f0506a106f2170ee,"ehwangah",ehwangah,ehwangah,,125,0,whale,rising
AfbQ9m2BFew2NARJvkP2Noqs1763fdZ783MVjsNE7uMD,0x7442c48bea39808389dea666a0caab02f9011373,"tekkaadan",tekkaadan,tekkaadan,,36,0,smart_money,standard
486s76ADTKn3dEeZi8GnbyLcYXL3ySXdAN1BW6dSR3yi,0xc9a6fe9686358e3ac54bd30b2f6bd34d956a6d99,"aiirdi",Aiirdi,Aiirdi,,50,0,smart_money,rising
ZvbxvAuS2Ln3N4HFAKE3CbXsRDQofd3Fr3MYn6Kx9wD,0x487917be6d0144d457997762966225d6ee1b0513,"IT4I 青",0xIT4I,0xIT4I,,19,0,smart_money,standard
2HgF3AZXwLEJcdhcsttmoUa6bCyd2gSCsHhkoFFhn4fw,0x24bbad90abb2748c6829653cba4872254d5c9674,"flex",flexmrkrn,flexmrkrn,,2,0,smart_money,standard
9bmMX1H8i1Wz8Cv27qE3ZGsfHrsYRHFCEvrBHSUbQr2X,0x9566f504ddf78a17a6af24789db559c89f6b74d3,"allidoiswin",AlliDoIsWin,AlliDoIsWin,,161,0,smart_money,standard
E55MRopJskByjviyopuctgqYmVyX18oKYV15pYNhSkYN,0x9f7a3c1016bfa76f6c9e604b0c853536600eca1b,"Mighty",mightyegoism,mightyegoism,,1106,0,market_maker,standard
2jqWXrGGMwmnCXoxGFfA4hnCuWnpEozQHRHEW9ZeYG2a,0x3efc1187dd7b7288d313db571239775d79206617,"kunou",ichliebedienatur,,,5,0,smart_money,rising
583V4DyQNBhvYDy1ZXkdiezfreDvdX9NZr8LSF7zALov,0x1eacfaaba68288f9502c40a229e5514cb948bdd8,"rainsleet",rainsleet,rainsleet,,46,0,smart_money,standard
BwodqBr7dEGyq1crZfEfUHGVdVeWHxM3nNXiSzCtU1ED,0xf8bdbd7ce880c17c0dc2d364dc3ce24d95ea5a64,"whw",vanonwxwee,vanonwxwee,,1477,0,smart_money,standard
8KueHzvpm2Xfr6r2ym1ADoj3kH4CDu1CRTjCz8c2Yf1C,0x8cf3c44d7ed96f02f768a526f2b236198e180d3d,"‎ ‎ ‎",account,account,,1748,0,market_maker,standard
6Y3j1cMgTtUpWSyvhA3fa79EZz91JiZd8YG7QDj9VDYA,0x8a74e5f032469efe426ce4b77abc60662b9c7d36,"Rowdy",Rowdy,Rowdy,,876,0,smart_money,standard
GBW7BUhdGUPg1AoHUEH6DNnz9sVWR12YRwo5jL6qxmeM,0x61e143e9dceae44256f405ac0c3c048c1047ad33,"Unihax0r",0xUnihax0r,0xUnihax0r,,153,0,smart_money,standard
4hsTHEBGpHj2MzRSRsPjs4XvaQCXMktCNQSNB6f1m9Z5,0x77f123ce6f66dbe8dfdbbab261e6668ffbfbfa4a,"vaylin",vaylin,vaylin,,129,0,smart_money,standard
Bp6jfe7yN381vFkqFCnTPELHJ6GHR8LGCJ5CaLqtkqgJ,0x86ea7efdaa574221c103f574f07d0e7e9c3e6c1d,"taetaehoho",0xtaetaehoho,0xtaetaehoho,,99,0,smart_money,rising
555gtUdbeVsuPhELdWSrF6TSJWohkYd5sqfdPQsmN1GZ,0x8398565475e6106548978d82ae11a5e04660474a,"EYEamFIN",eyeamfin,eyeamfin,,6160,0,market_maker,standard
H2gwLD3UE5ywMkwFfDyfGk112esa1j8qE82vmLZnoAM9,0xeb8f463dffbad877d8e633b4b07e89e22532ea59,"Loopify 🧙‍♂️",Loopifyyy,Loopifyyy,,1382,0,smart_money,standard
G5BrAtUk7i1YEQNjWLRheyECbfPFjYGnPw8XC5t67Gqq,0xee0ab62372d21a91cb871ad384f8bb6cd4ea8e32,"fxnction",fxnction,fxnction,,454,0,smart_money,standard
48qJfRWUS8FAp96KPyWmzzVCxrRNquUko1biwX8xezwa,0xf36054077d10d85bd9d54046215a4d2d7cc9e21a,"N",BlockNeeeshy,BlockNeeeshy,,167,0,market_maker,standard
3eeDaRM76nJVh9TAepNGdy7MEt6bMogFUPJMWiALZxxh,0x96f6b72af82cab2865fc9fe90d240bf56a1283bf,"fejau",fejau_inc,fejau_inc,,244,0,smart_money,standard
FkgbSRYodrT5HwhvUbeUWMbpU7CbLq7oxGXPtWj4tVG3,0x751b0173a6d72e85137e1d7d6e52a20bc95df4a5,"Daytona",0xDaytona,0xDaytona,,1855,0,smart_money,standard
3bfexHHkasKeQR5b6cHWFpoXuFffUi9Vnvfdsdsc7trH,0x7184222a68b402bd286b9e3c97b17481252d8940,"spuno",spunosounds,spunosounds,,888,0,smart_money,standard
KZmAs5PX5TD5CX9jqmh7uEeSeRwjePY38qPJ5DpJRRR,0xc02329ba1b32de5d3d2a6d4e27b15a8b39ee5158,"internbrah ⨀",internbrah,internbrah,,72,0,smart_money,standard
6K2pEzSKcs371bEhWTv3dazRE49s4m6Ernc4vgd7AAhM,0xecbeb45b7798352cc0298d3d228da2713591a48f,"crypticfuture",crypticfuture,crypticfuture,,2370,0,market_maker,standard
3X2qVibYWJzK9HT7awmo5CERxq3j9XCpMgPnEW3X5zLe,0x93966c8e61dc7697a6419e02b93a9a1d4746928a,"onchain_mark",onchain_mark,onchain_mark,,216,0,smart_money,standard
CqRvNqnTbdJe5dgQJ1sBERkbJyJRJdfRae378VAopfY,0x1710e32c3ff7da43cf113677e324090f114fd5c5,"loeki",loeki,loeki,,222,0,smart_money,standard
5aAnKJoqHeQ5mHPg73jbHatzdEoAHidgHawTE2xZ19Ry,0x9afe13601f7b4f42a89ca354d3aac75011673743,"mimi",mimiARDRP,mimiARDRP,,2387,0,smart_money,rising
DFd5NBbXEqhwbE5SxxMfWCoGzo8MUnhakJVG98d48ZFY,0xe13cd70f7bef67b435d0e4751c6f4aa7c911b838,"zeus",zeus,zeus,,413,0,smart_money,rising
GbCcRwp3P7yzRsmsHhxXBURWSSckWmg9PKX6xWiLuLzQ,0x4a6c667d5c1c657c44f184b33bcc55c114133f55,"Ntrmeme",ntrmmme,ntrmmme,,22,0,smart_money,rising
8KLwxEthiTRCdd7ETJtY8CC6gE6KPf1LfPF8Xwu1JPF9,0x01a836fc0cd7f4e9c48453296034cd8930421bab,"du",thedulab,thedulab,,277,0,smart_money,standard
2UuGcJ8tfahV3XuQuFB7WLAAwcpgrhXhPgZiWvgB9TP4,0x776f1013418ebafb5debfa82a910b5fcd641e6c2,"Aliza",ByteSizedAliza,ByteSizedAliza,,1220,0,smart_money,standard
2LjJA2gnEKzecoW6E1uWSsbEY3bb9cnHBQ4TMrATVZAa,0x70e0358d212b07163cba635e9aa553474cf084b6,"Überintern",0xuberintern,0xuberintern,,339,-0.02123087185248096,smart_money,standard
FqJdwc2Wm8Vs2frVwF1Tsr75gjYfDVcoWtvPeJZENm3o,0x60af34a5d2ee45cd5951a6540ae4f5e7f2634e5c,"whodoneit21",whodoneit21,whodoneit21,,582,-0.023271235714195843,smart_money,standard
DsHLpRoW67PtUARUg7puWfKyd9joUgVtUz1ax2Wm8DuW,0x7612e9476165523c12035fbc03c11dcae10b426e,"Fey",fey,fey,,3078,-0.059061970216134796,smart_money,standard
GYVTMR2RPP9HbknaSoa4nML78s4mZq1m4m6bPLzwV1a2,0xb649b2e2b14bb7b001ac0cc0ab6179de20734210,"444",444worldeth,444worldeth,,174,-0.12815826728547108,smart_money,standard
5EYvAQq4tKSKkzCh5GWNcpMwCmDRz9mZF7p6rVKa6a7F,0x36853faa8e6e210ece2dae01da3d179a328383cc,"harsha",harsha2077,harsha2077,,1524,-0.1334435811622825,smart_money,standard
CerTF56UoteFmciSffwTSBJ37H2JY2VEcEDULoE2yyQi,0x33517868fae7e64c4b2149f58eae52974de7c34e,"soloxbt",soloxbt,soloxbt,,225,-0.21983981331868563,smart_money,standard
5iaegUAHQ58Q8MLqwYorsGkPzJ5enXdrTGcZqjZJv4tU,0x8cbb609c4f662b9abfbf831c9950491bf3f94438,"gramps",grampsxbt,grampsxbt,,875,-0.23027267681391095,smart_money,standard
FX5vx2VAXDrEeRGP9RaRQtpWTMt7U5qRYZPgit4jrvR7,0x207f2bc866b42a272c1b965ca60338ebd62446fa,"Vero",Vero,Vero,,786,-0.2331740222434746,smart_money,standard
7nR2Z7yWStXUwXKhQJKcyHCmWo5hDxZndJu7LLzX6UTh,0x81a0e3a8016ebffa9bc15907eb1c74ab907b45f3,"cunctator",maximusfab1us,maximusfab1us,,751,-0.28163103843689896,smart_money,standard
74aMGMTsrEPQ86AvwYNC4Hu8jsqwZA65eknSknFhZAFt,0x79ab78a8a6599bf8f4dd59f019802f0ebce8e11c,"foobs",foobiusV,foobiusV,,860,-0.29620815347971075,smart_money,standard
BEH3WoFAEMXg9BRJXdKmqokqZBBaknLxH28nXBkEbJ1g,0x1888a4a4768b720eab495a2a81d76d3eacadfd31,"ae",thisisnotnpc,thisisnotnpc,,220,-0.5207763560465537,smart_money,standard
DTeuQQPfLcHkKKhQUq7paMUtJ2hoFfK4j8hqax31ECbu,0x2c55c99a92ba78606941f54b40fae6b8cbd361a6,"Saint",thesaint_,thesaint_,,305,-1.2170398350053802,smart_money,standard
53QYwuFce9XteTtLn4sqL8seo72r6cXBZeSawP17ddJf,0xb08aafbe4470e4a0ba09b2be6e1b8d835d1e37c4,"OGAntD",0GAntD,0GAntD,,3242,-1.3164673301844232,smart_money,standard
HCQCGCMSc5B7JYd6gJwJ3FjhdgdXUMqF5C5gnqNneDFf,0x30e03b4d3fa1243d74f67a498f7ee797474ca04b,"trader",trader,trader,,5099,-1.4866787959344947,smart_money,standard
Fc4pD3eHWvWejc5TaqYPpqB5EAc3P5Kb6KSk6H7YvQKN,0x4e58ed42567b9f582c3e2c9cb0eac42a7e43bcee,"Gary the Gambler",GaryTheGambler,GaryTheGambler,,28078,-2.0355761851984937,kol,standard
47ejwgzBfCbBoioBhGvJkTxQTx44HFcz6BN33fnLNjaS,0x60d4a40f7ac80a8fc037ee361e443e372b060287,"Adro “Snicker Bar” Ruben",adro808,adro808,,816,-2.4000948559332755,market_maker,standard
3exsJFCeSYf1SvSciTWiwnkAXGSs8bjHAwgqsWoHHUma,0x1764e75079608e82464f19cb2b96da08675e3700,"Socrates",socratesxbt,socratesxbt,,1454,-2.5821409378158933,smart_money,standard
EmFaYsznEzQ1awoTyNxU9bi7wH9z2Xp2ufTRdY8pbYYQ,0xd0aa6ac3cf67b347d9c88370e582fe7380d9df63,"cipher",C1phervoyager,C1phervoyager,,11791,-5.331683131205864,kol,standard
EFpid6gZk1Q5WsQELEgpBtPVKCGNVe1JA86LBNsdR5pT,0x182a4850e8177d87a7ce66069d205a2373718dd6,"Sandwich Lady",SandwichLady44,SandwichLady44,,22,-14.247222057643416,smart_money,standard
